"muniYear","tot_del","hom"
"20231_2008",2,1
"20231_2009",54,1
"20231_2010",16,4
"20232_1994",126,7
"20232_1995",96,10
"20232_1996",126,15
"20232_1997",73,13
"20232_1998",43,5
"20232_1999",0,0
"20232_2000",90,13
"20232_2001",152,15
"20232_2002",106,13
"20232_2003",78,10
"20232_2004",115,8
"20232_2005",126,7
"20232_2006",87,3
"20232_2007",126,14
"20232_2008",72,1
"20232_2009",65,2
"20232_2010",113,5
"20233_1994",11,3
"20233_1995",5,1
"20233_1996",11,1
"20233_1997",4,1
"20233_1998",13,0
"20233_1999",13,0
"20233_2000",25,1
"20233_2001",6,1
"20233_2002",4,0.5
"20233_2003",2,0
"20233_2004",2,0
"20233_2005",7,1
"20233_2006",7,0
"20233_2007",12,0
"20233_2008",2,0
"20233_2009",7,0
"20233_2010",0,0
"20234_1994",22,2
"20234_1995",19,4
"20234_1996",22,2
"20234_1997",4,0
"20234_1998",3,0
"20234_1999",0,0
"20234_2000",22,6
"20234_2001",28,4
"20234_2002",39,3
"20234_2003",34,5
"20234_2004",25,9
"20234_2005",35,8
"20234_2006",36,5
"20234_2007",22,7
"20234_2008",12,2
"20234_2009",58,0
"20234_2010",0,0
"20235_1994",19,0.5
"20235_1995",11,1
"20235_1996",19,1
"20235_1997",16,0
"20235_1998",33,6
"20235_1999",24,2
"20235_2000",6,2
"20235_2001",3,1
"20235_2002",12,4
"20235_2003",32,2
"20235_2004",8,1
"20235_2005",20,4
"20235_2006",23,3
"20235_2007",17,2
"20235_2008",8,2
"20235_2009",14,2
"20235_2010",73,1
"20236_1994",6,0.5
"20236_1995",8,0
"20236_1996",6,3
"20236_1997",7,3
"20236_1998",18,3
"20236_1999",9,2
"20236_2000",5,0
"20236_2001",4,0
"20236_2002",7,0
"20236_2003",4,3
"20236_2004",10,4
"20236_2005",10,2
"20236_2006",5,1
"20236_2007",5,1
"20236_2008",2,1
"20236_2009",7,2
"20236_2010",1,1
"20237_1994",12,1.5
"20237_1995",12,2
"20237_1996",12,2
"20237_1997",9,0
"20237_1998",9,0
"20237_1999",0,0
"20237_2000",14,1
"20237_2001",13,2
"20237_2002",6,0
"20237_2003",10,1
"20237_2004",16,2
"20237_2005",17,2
"20237_2006",8,1
"20237_2007",16,1
"20237_2008",4,0
"20237_2009",0,0
"20237_2010",1,0
"20238_1994",12,0
"20238_1995",4,0
"20238_1996",12,0
"20238_1997",0,0
"20238_1998",7,0
"20238_1999",1,0
"20238_2000",12,1
"20238_2001",7,0
"20238_2002",4,0
"20238_2003",5,0
"20238_2004",6,0
"20238_2005",7,1
"20238_2006",6,0
"20238_2007",3,0
"20238_2008",16,2
"20238_2009",1,0
"20238_2010",0,0
"20239_1994",0,0
"20239_1995",5,0
"20239_1996",0,0
"20239_1997",0,0
"20239_1998",0,0
"20239_1999",0,0
"20239_2000",4,1
"20239_2001",10,3
"20239_2002",4,0
"20239_2003",14,2
"20239_2004",8,1
"20239_2005",3,0
"20239_2006",3,1
"20239_2007",3,0
"20239_2008",1,0
"20239_2009",0,0
"20239_2010",1,0
"20240_1994",27,0.5
"20240_1995",12,1
"20240_1996",27,2
"20240_1997",5,0
"20240_1998",1,1
"20240_1999",0,0
"20240_2000",10,0
"20240_2001",14,3
"20240_2002",12,2
"20240_2003",5,1
"20240_2004",10,1
"20240_2005",10,1
"20240_2006",7,1
"20240_2007",11,2
"20240_2008",8,0
"20240_2009",1,0
"20240_2010",0,0
"20241_1994",2,0.5
"20241_1995",7,1
"20241_1996",2,0
"20241_1997",4,0
"20241_1998",4,1
"20241_1999",12,1
"20241_2000",11,0
"20241_2001",13,0
"20241_2002",5,0
"20241_2003",9,3
"20241_2004",6,2
"20241_2005",12,1
"20241_2006",3,0
"20241_2007",10,0
"20241_2008",4,2
"20241_2009",0,0
"20241_2010",2,0
"20242_1994",15,3
"20242_1995",30,6
"20242_1996",15,3
"20242_1997",11,4
"20242_1998",1,0
"20242_1999",12,2
"20242_2000",18,5
"20242_2001",12,4
"20242_2002",25,8
"20242_2003",11,6
"20242_2004",16,2
"20242_2005",36,5
"20242_2006",26,5
"20242_2007",18,7
"20242_2008",15,3
"20242_2009",8,2
"20242_2010",0,0
"20243_1994",4,0.5
"20243_1995",10,1
"20243_1996",4,1
"20243_1997",6,1
"20243_1998",11,0
"20243_1999",8,2
"20243_2000",7,1
"20243_2001",8,0
"20243_2002",8,2
"20243_2003",14,0
"20243_2004",7,1
"20243_2005",24,1
"20243_2006",10,2
"20243_2007",4,0
"20243_2008",8,3
"20243_2009",53,0
"20243_2010",3,2
"20244_1994",10,1.5
"20244_1995",16,1
"20244_1996",10,0
"20244_1997",0,0
"20244_1998",3,0
"20244_1999",16,1
"20244_2000",25,2
"20244_2001",37,4
"20244_2002",16,1
"20244_2003",23,1
"20244_2004",31,1
"20244_2005",22,3
"20244_2006",25,1
"20244_2007",18,3
"20244_2008",14,0
"20244_2009",99,3
"20244_2010",24,0
"20245_1994",2,0
"20245_1995",1,0
"20245_1996",2,2
"20245_1997",15,1
"20245_1998",6,0
"20245_1999",3,0
"20245_2000",2,0
"20245_2001",3,1
"20245_2002",8,0
"20245_2003",2,1
"20245_2004",3,1
"20245_2005",4,0
"20245_2006",2,0
"20245_2007",8,0
"20245_2008",2,0
"20245_2009",0,0
"20245_2010",0,0
"20246_1994",6,0
"20246_1995",5,0
"20246_1996",6,1
"20246_1997",0,0
"20246_1998",0,0
"20246_1999",0,0
"20246_2000",5,0
"20246_2001",3.5,0
"20246_2002",5.75,0
"20246_2003",4,0
"20246_2004",10,0
"20246_2005",9,2
"20246_2006",3,0
"20246_2007",4,0
"20246_2008",6,0
"20246_2009",15,0
"20246_2010",0,0
"20247_1994",14,0.5
"20247_1995",8,1
"20247_1996",14,1
"20247_1997",17,1
"20247_1998",4,1
"20247_1999",7,0
"20247_2000",4,1
"20247_2001",9,1
"20247_2002",7,0
"20247_2003",9,0
"20247_2004",2,0
"20247_2005",11,0
"20247_2006",12,0
"20247_2007",11,0
"20247_2008",5,0
"20247_2009",26,0
"20247_2010",34,1
"20248_1994",6,1.5
"20248_1995",20,2
"20248_1996",14,2
"20248_1997",8,2
"20248_1998",1,0
"20248_1999",14,1
"20248_2000",19,2
"20248_2001",62,3
"20248_2002",41,3
"20248_2003",20,5
"20248_2004",21,1
"20248_2005",15,3
"20248_2006",8,2
"20248_2007",12,1
"20248_2008",0,0
"20248_2009",2,0
"20248_2010",14,0
"20249_1994",7,0.5
"20249_1995",2,1
"20249_1996",7,0
"20249_1997",0,0
"20249_1998",0,0
"20249_1999",0,0
"20249_2000",6,1
"20249_2001",18,0
"20249_2002",9,2
"20249_2003",3,1
"20249_2004",10,1
"20249_2005",10,3
"20249_2006",2,1
"20249_2007",12,1
"20249_2008",18,0
"20249_2009",12,0
"20249_2010",0,0
"20250_1994",2,0
"20250_1995",3,0
"20250_1996",2,2
"20250_1997",0,0
"20250_1998",3,0
"20250_1999",0,0
"20250_2000",4,1
"20250_2001",4,0
"20250_2002",8,1
"20250_2003",8,2
"20250_2004",5,1
"20250_2005",7,1
"20250_2006",1,0
"20250_2007",8,0
"20250_2008",2,0
"20250_2009",0,0
"20250_2010",0,0
"20251_1994",1,0
"20251_1995",0,0
"20251_1996",1,1
"20251_1997",1,1
"20251_1998",0,0
"20251_1999",0,0
"20251_2000",2,0
"20251_2001",2,0.25
"20251_2002",2.75,0.75
"20251_2003",4,1
"20251_2004",1,1
"20251_2005",3,2
"20251_2006",2,1
"20251_2007",0,0
"20251_2008",0,0
"20251_2009",0,0
"20251_2010",1,0
"20252_1994",1,0.5
"20252_1995",4,1
"20252_1996",1,1
"20252_1997",0,0
"20252_1998",0,0
"20252_1999",0,0
"20252_2000",7,1
"20252_2001",5,2
"20252_2002",3,0
"20252_2003",1,1
"20252_2004",4,1
"20252_2005",16,1
"20252_2006",2,0
"20252_2007",7,0
"20252_2008",3,1
"20252_2009",38,0
"20252_2010",12,0
"20253_1994",17,1.5
"20253_1995",23,3
"20253_1996",17,3
"20253_1997",0,0
"20253_1998",0,0
"20253_1999",0,0
"20253_2000",23,3
"20253_2001",29,5
"20253_2002",8,2
"20253_2003",18,0
"20253_2004",23,1
"20253_2005",7,2
"20253_2006",14,1
"20253_2007",20,3
"20253_2008",43,3
"20253_2009",108,2
"20253_2010",8,2
"20254_1994",33,3
"20254_1995",30,4
"20254_1996",33,2
"20254_1997",44,4
"20254_1998",57,3
"20254_1999",96,11
"20254_2000",23,2
"20254_2001",36,4
"20254_2002",23,3
"20254_2003",28,3
"20254_2004",38,10
"20254_2005",24,2
"20254_2006",36,1
"20254_2007",39,3
"20254_2008",15,5
"20254_2009",19,0
"20254_2010",32,1
"20255_1994",6,0.5
"20255_1995",5,0
"20255_1996",6,1
"20255_1997",0,0
"20255_1998",0,0
"20255_1999",0,0
"20255_2000",2,0
"20255_2001",3,0
"20255_2002",1,1
"20255_2003",1,1
"20255_2004",2,1
"20255_2005",4,1
"20255_2006",4,0
"20255_2007",4,1
"20255_2008",1,0
"20255_2009",0,0
"20255_2010",0,0
"20256_1994",1,0
"20256_1995",0,0
"20256_1996",1,0
"20256_1997",0,0
"20256_1998",0,0
"20256_1999",0,0
"20256_2000",1,0
"20256_2001",0.666666666666667,0
"20256_2002",1,0
"20256_2003",1,0
"20256_2004",1,0
"20256_2005",0.8,0
"20256_2006",0.5,0
"20256_2007",0,0
"20256_2008",0,0
"20256_2009",0,0
"20256_2010",0,0
"20257_1994",10,0.5
"20257_1995",21,1
"20257_1996",10,0
"20257_1997",10,1
"20257_1998",1,0
"20257_1999",0,0
"20257_2000",4,0
"20257_2001",4,0
"20257_2002",6,1
"20257_2003",4,1
"20257_2004",4,0
"20257_2005",5,0
"20257_2006",8,0
"20257_2007",5,0
"20257_2008",2,0
"20257_2009",1,0
"20257_2010",0,0
"20258_1994",4,0
"20258_1995",0,0
"20258_1996",4,1
"20258_1997",1,0
"20258_1998",0,0
"20258_1999",0,0
"20258_2000",7,0
"20258_2001",5,2
"20258_2002",3,1
"20258_2003",5,0
"20258_2004",4.5,0.5
"20258_2005",4,1
"20258_2006",3,2
"20258_2007",3,1
"20258_2008",2,1
"20258_2009",0,0
"20258_2010",4,0
"20259_1994",6,1
"20259_1995",5,2
"20259_1996",6,0
"20259_1997",5,1
"20259_1998",0,0
"20259_1999",0,0
"20259_2000",1,0
"20259_2001",4,0
"20259_2002",1,1
"20259_2003",5,0
"20259_2004",7,0
"20259_2005",4,1
"20259_2006",4,1
"20259_2007",4,1
"20259_2008",3,0
"20259_2009",0,0
"20259_2010",0,0
"20260_1994",4,0.5
"20260_1995",12,1
"20260_1996",4,0
"20260_1997",16,2
"20260_1998",36,1
"20260_1999",7,0
"20260_2000",12,0
"20260_2001",16,0
"20260_2002",46,2
"20260_2003",39,0
"20260_2004",25,1
"20260_2005",9,3
"20260_2006",7,0
"20260_2007",14,2
"20260_2008",5,0
"20260_2009",35,2
"20260_2010",63,0
"20261_1994",20,1
"20261_1995",20,2
"20261_1996",20,1
"20261_1997",21,3
"20261_1998",40,3
"20261_1999",8,1
"20261_2000",7,3
"20261_2001",6,1
"20261_2002",12,1
"20261_2003",11,3
"20261_2004",23,2
"20261_2005",22,0
"20261_2006",27,1
"20261_2007",24,1
"20261_2008",0,0
"20261_2009",4,0
"20261_2010",0,0
"20262_1994",0,0.5
"20262_1995",4,1
"20262_1996",0,0
"20262_1997",3,0
"20262_1998",1,0
"20262_1999",0,0
"20262_2000",0.5,0
"20262_2001",1,0
"20262_2002",1,0
"20262_2003",2,1
"20262_2004",1,0
"20262_2005",1,0
"20262_2006",3,0
"20262_2007",2,0
"20262_2008",0,0
"20262_2009",1,0
"20262_2010",16,0
"20263_1994",6,1
"20263_1995",13,2
"20263_1996",6,2
"20263_1997",5,1
"20263_1998",38,3
"20263_1999",17,0
"20263_2000",7,0
"20263_2001",3,3
"20263_2002",6,2
"20263_2003",8,1
"20263_2004",13,2
"20263_2005",10,1
"20263_2006",7,0
"20263_2007",12,2
"20263_2008",10,3
"20263_2009",12,2
"20263_2010",4,0
"20264_1994",0,0.5
"20264_1995",2,1
"20264_1996",0,0
"20264_1997",1,0
"20264_1998",0,0
"20264_1999",0,0
"20264_2000",3,0
"20264_2001",10,2
"20264_2002",6,0
"20264_2003",7,1
"20264_2004",6,0
"20264_2005",5,0
"20264_2006",5,1
"20264_2007",6,0
"20264_2008",0,0
"20264_2009",0,0
"20264_2010",0,0
"20265_1994",55,3
"20265_1995",20,6
"20265_1996",74,19
"20265_1997",43,5
"20265_1998",2,0
"20265_1999",3,0
"20265_2000",3,0
"20265_2001",9,0
"20265_2002",8,2
"20265_2003",15,1
"20265_2004",11,2
"20265_2005",23,2
"20265_2006",11,0
"20265_2007",12,1
"20265_2008",0,0
"20265_2009",0,0
"20265_2010",2,0
"20266_1994",39,3.5
"20266_1995",25,7
"20266_1996",39,8
"20266_1997",0,0
"20266_1998",0,0
"20266_1999",0,0
"20266_2000",28,1
"20266_2001",30,4
"20266_2002",23,3
"20266_2003",50,5
"20266_2004",54,6
"20266_2005",31,6
"20266_2006",34,4
"20266_2007",41,3
"20266_2008",48,4
"20266_2009",33,1
"20266_2010",18,1
"20267_1994",2,0.5
"20267_1995",0,0
"20267_1996",2,0
"20267_1997",2,0
"20267_1998",0,0
"20267_1999",0,0
"20267_2000",0.25,0
"20267_2001",0.666666666666667,0
"20267_2002",1,0
"20267_2003",0.9,0.1
"20267_2004",1,0.333333333333333
"20267_2005",0.75,0.5
"20267_2006",0.666666666666667,0.666666666666667
"20267_2007",1,1
"20267_2008",0,0
"20267_2009",1,0
"20267_2010",0,0
"20268_1994",18,0
"20268_1995",4,0
"20268_1996",18,1
"20268_1997",14,2
"20268_1998",10,0
"20268_1999",3,0
"20268_2000",4,0
"20268_2001",14,1
"20268_2002",3,0
"20268_2003",2,0
"20268_2004",5,1
"20268_2005",8,0
"20268_2006",10,0
"20268_2007",6,0
"20268_2008",8,0
"20268_2009",1,0
"20268_2010",0,0
"20269_1994",16,0
"20269_1995",16,0
"20269_1996",16,0
"20269_1997",0,0
"20269_1998",0,0
"20269_1999",0,0
"20269_2000",16,0
"20269_2001",16,1
"20269_2002",7,1
"20269_2003",22,2
"20269_2004",15,0
"20269_2005",14,1
"20269_2006",4,1
"20269_2007",3,1
"20269_2008",4,0
"20269_2009",0,0
"20269_2010",1,0
"20270_1994",11,0.5
"20270_1995",7,1
"20270_1996",11,1
"20270_1997",0,0
"20270_1998",0,0
"20270_1999",0,0
"20270_2000",2,1
"20270_2001",7,0
"20270_2002",9,1
"20270_2003",4,1
"20270_2004",6,0
"20270_2005",9,3
"20270_2006",7,1
"20270_2007",7,1
"20270_2008",8,3
"20270_2009",0,0
"20270_2010",0,0
"20271_1994",10,0
"20271_1995",2,0
"20271_1996",10,1
"20271_1997",11,3
"20271_1998",29,1
"20271_1999",5,0
"20271_2000",11,2
"20271_2001",2,0
"20271_2002",6,0
"20271_2003",2,1
"20271_2004",3,0
"20271_2005",3,0
"20271_2006",2,0
"20271_2007",4,1
"20271_2008",3,1
"20271_2009",2,2
"20271_2010",4,0
"20272_1994",21,5
"20272_1995",31,10
"20272_1996",21,6
"20272_1997",0,0
"20272_1998",0,0
"20272_1999",0,0
"20272_2000",6,2
"20272_2001",19,5
"20272_2002",14,4
"20272_2003",20,3
"20272_2004",30,5
"20272_2005",20,3
"20272_2006",43,5
"20272_2007",57,6
"20272_2008",33,14
"20272_2009",3,0
"20272_2010",0,0
"20273_1994",26,0.5
"20273_1995",10,1
"20273_1996",26,3
"20273_1997",2,1
"20273_1998",0,0
"20273_1999",10,0
"20273_2000",4,1
"20273_2001",6,1
"20273_2002",7.5,1
"20273_2003",9.75,0.75
"20273_2004",14,1
"20273_2005",5,0
"20273_2006",2,0
"20273_2007",2,0
"20273_2008",2,0
"20273_2009",0,0
"20273_2010",0,0
"20274_1994",0,0
"20274_1995",2,0
"20274_1996",0,0
"20274_1997",0,0
"20274_1998",0,0
"20274_1999",0,0
"20274_2000",0.5,0.5
"20274_2001",1,1
"20274_2002",3.5,1.5
"20274_2003",6,2
"20274_2004",4.5,1
"20274_2005",3,0
"20274_2006",2,0
"20274_2007",1,0
"20274_2008",2,0
"20274_2009",0,0
"20274_2010",1,0
"20275_1994",16,0.5
"20275_1995",12,1
"20275_1996",16,0
"20275_1997",7,1
"20275_1998",31,2
"20275_1999",60,0
"20275_2000",37,4
"20275_2001",39,2
"20275_2002",39,4
"20275_2003",47,2
"20275_2004",22,4
"20275_2005",47,3
"20275_2006",6,2
"20275_2007",9,5
"20275_2008",4,0
"20275_2009",7,1
"20275_2010",7,0
"20276_1994",6,0.5
"20276_1995",2,1
"20276_1996",6,4
"20276_1997",1,0
"20276_1998",0,0
"20276_1999",0,0
"20276_2000",2,1
"20276_2001",3,0
"20276_2002",1,0
"20276_2003",1,0
"20276_2004",8,0
"20276_2005",6.5,0
"20276_2006",5,0
"20276_2007",2,0
"20276_2008",4,0
"20276_2009",4,0
"20276_2010",4,0
"20277_1994",111,11
"20277_1995",115,22
"20277_1996",114,18
"20277_1997",58,13
"20277_1998",12,0
"20277_1999",7,1
"20277_2000",108,6
"20277_2001",88,4
"20277_2002",108,10
"20277_2003",83,13
"20277_2004",153,25
"20277_2005",149,19
"20277_2006",143,21
"20277_2007",103,13
"20277_2008",120,14
"20277_2009",200,12
"20277_2010",347,8
"20278_1994",110,5
"20278_1995",67,2
"20278_1996",110,7
"20278_1997",12,0
"20278_1998",33,4
"20278_1999",0,0
"20278_2000",63,5
"20278_2001",60,8
"20278_2002",54,15
"20278_2003",64,8
"20278_2004",82,3
"20278_2005",114,17
"20278_2006",101,8
"20278_2007",106,15
"20278_2008",203,13
"20278_2009",117,5
"20278_2010",173,10
"20279_1994",12,6.5
"20279_1995",16,3
"20279_1996",12,2
"20279_1997",51,5
"20279_1998",6,1
"20279_1999",55,4
"20279_2000",6,1
"20279_2001",25,3
"20279_2002",9,1
"20279_2003",8,3
"20279_2004",20,2
"20279_2005",3,0
"20279_2006",11,3
"20279_2007",19,0
"20279_2008",8,0
"20279_2009",4,0
"20279_2010",1,0
"20280_1994",10,0.5
"20280_1995",20,1
"20280_1996",11,0
"20280_1997",46,2
"20280_1998",29,2
"20280_1999",57,3
"20280_2000",31,3
"20280_2001",18,0
"20280_2002",28,4
"20280_2003",20,0
"20280_2004",22,1
"20280_2005",25,2
"20280_2006",1,1
"20280_2007",16,5
"20280_2008",4,0
"20280_2009",4,1
"20280_2010",0,0
"20281_1994",3,0
"20281_1995",1,0
"20281_1996",0,0
"20281_1997",0,0
"20281_1998",0,0
"20281_1999",0,0
"20281_2000",0.5,0
"20281_2001",1,0
"20281_2002",2,0
"20281_2003",3,0
"20281_2004",2.6,0
"20281_2005",2.66666666666667,0
"20281_2006",2,0
"20281_2007",1.66666666666667,0
"20281_2008",2,0
"20281_2009",1,0
"20281_2010",0,0
"20282_1994",0,0.5
"20282_1995",4,1
"20282_1996",3,0
"20282_1997",4,0
"20282_1998",0,0
"20282_1999",2,0
"20282_2000",1,0
"20282_2001",10,0
"20282_2002",1,0
"20282_2003",18,0
"20282_2004",6,1
"20282_2005",5,1
"20282_2006",7,3
"20282_2007",2,0
"20282_2008",2,0
"20282_2009",0,0
"20282_2010",0,0
"20283_1994",2,0
"20283_1995",4,0
"20283_1996",2,0
"20283_1997",1,0
"20283_1998",0,0
"20283_1999",0,0
"20283_2000",1,0
"20283_2001",15,3
"20283_2002",1,0
"20283_2003",1,0
"20283_2004",8,1
"20283_2005",2,0
"20283_2006",5,1
"20283_2007",6,0
"20283_2008",1,0
"20283_2009",0,0
"20283_2010",0,0
"20284_1994",16,0.5
"20284_1995",9,1
"20284_1996",16,4
"20284_1997",2,1
"20284_1998",1,0
"20284_1999",2,0
"20284_2000",12,3
"20284_2001",11,1
"20284_2002",17,2
"20284_2003",4,2
"20284_2004",12,2
"20284_2005",5,0
"20284_2006",4,1
"20284_2007",6,3
"20284_2008",6,0
"20284_2009",60,0
"20284_2010",1,1
"20285_1994",12,0.5
"20285_1995",6,0
"20285_1996",12,0
"20285_1997",871,41
"20285_1998",2,0
"20285_1999",0,0
"20285_2000",13,3
"20285_2001",8,0
"20285_2002",7,2
"20285_2003",11,0
"20285_2004",15,3
"20285_2005",14,1
"20285_2006",14,2
"20285_2007",16,1
"20285_2008",7,0
"20285_2009",4,0
"20285_2010",0,0
"20286_1994",8,0.5
"20286_1995",10,1
"20286_1996",8,0
"20286_1997",11,0
"20286_1998",0,0
"20286_1999",0,0
"20286_2000",11,0
"20286_2001",8,1
"20286_2002",10,1
"20286_2003",7,1
"20286_2004",9,0
"20286_2005",11,4
"20286_2006",12,1
"20286_2007",13,1
"20286_2008",13,1
"20286_2009",0,0
"20286_2010",2,2
"20287_1994",0,1
"20287_1995",0,0
"20287_1996",0,0
"20287_1997",0,0
"20287_1998",0,0
"20287_1999",0,0
"20287_2000",1,0
"20287_2001",1,0
"20287_2002",1.25,0.5
"20287_2003",1.66666666666667,1.33333333333333
"20287_2004",2,2
"20287_2005",2.66666666666667,2.33333333333333
"20287_2006",2.5,2
"20287_2007",4,3
"20287_2008",0,0
"20287_2009",0,0
"20287_2010",0,0
"20288_1994",3,0
"20288_1995",3,0
"20288_1996",3,1
"20288_1997",1,0
"20288_1998",0,0
"20288_1999",1,0
"20288_2000",0.75,0
"20288_2001",1,0
"20288_2002",1,0
"20288_2003",1,0
"20288_2004",2.5,0
"20288_2005",4,0
"20288_2006",4,0.5
"20288_2007",4,1
"20288_2008",1,0
"20288_2009",1,0
"20288_2010",0,0
"20289_1994",2,0
"20289_1995",17,0
"20289_1996",2,0
"20289_1997",3,0
"20289_1998",4,1
"20289_1999",5,0
"20289_2000",5,0
"20289_2001",7,5
"20289_2002",12,0
"20289_2003",9,1
"20289_2004",6,2
"20289_2005",9,3
"20289_2006",7,0
"20289_2007",1,1
"20289_2008",5,4
"20289_2009",2,0
"20289_2010",9,0
"20290_1994",15,0.5
"20290_1995",3,1
"20290_1996",15,2
"20290_1997",1,0
"20290_1998",0,0
"20290_1999",0,0
"20290_2000",11,0
"20290_2001",1,0
"20290_2002",4,1
"20290_2003",3,1
"20290_2004",12,0
"20290_2005",5,1
"20290_2006",7,1
"20290_2007",7,2
"20290_2008",2,0
"20290_2009",1,0
"20290_2010",4,0
"20291_1994",9,2
"20291_1995",23,4
"20291_1996",9,2
"20291_1997",4,1
"20291_1998",39,1
"20291_1999",26,1
"20291_2000",12,4
"20291_2001",21,2
"20291_2002",16,1
"20291_2003",10,2
"20291_2004",21,1
"20291_2005",18,2
"20291_2006",14,3
"20291_2007",13,0
"20291_2008",49,1
"20291_2009",36,1
"20291_2010",12,1
"20292_1994",9,1
"20292_1995",4,1
"20292_1996",9,2
"20292_1997",4,2
"20292_1998",0,0
"20292_1999",12,0
"20292_2000",10,2
"20292_2001",2,1
"20292_2002",1.5,0.5
"20292_2003",1,0
"20292_2004",22,1
"20292_2005",8,0
"20292_2006",5,0
"20292_2007",2,0
"20292_2008",0,0
"20292_2009",1,0
"20292_2010",19,0
"20293_1994",79,2.5
"20293_1995",51,5
"20293_1996",79,7
"20293_1997",23,0
"20293_1998",4,0
"20293_1999",148,6
"20293_2000",121,3
"20293_2001",134,7
"20293_2002",157,9
"20293_2003",96,1
"20293_2004",122,5
"20293_2005",152,6
"20293_2006",165,6
"20293_2007",149,5
"20293_2008",201,6
"20293_2009",388,9
"20293_2010",363,6
"20294_1994",90,5.5
"20294_1995",56,5
"20294_1996",91,8
"20294_1997",15,0
"20294_1998",8,0
"20294_1999",2,0
"20294_2000",73,3
"20294_2001",73,10
"20294_2002",46,3
"20294_2003",46,2
"20294_2004",78,5
"20294_2005",51,6
"20294_2006",46,4
"20294_2007",56,2
"20294_2008",63,5
"20294_2009",71,0
"20294_2010",107,5
"20295_1994",59,6
"20295_1995",51,7
"20295_1996",59,6
"20295_1997",45,8
"20295_1998",32,4
"20295_1999",38,2
"20295_2000",50,4
"20295_2001",41,3
"20295_2002",38,5
"20295_2003",35,4
"20295_2004",60,4
"20295_2005",85,9
"20295_2006",88,3
"20295_2007",52,2
"20295_2008",73,3
"20295_2009",106,5
"20295_2010",115,1
"20296_1994",10,0.5
"20296_1995",5,0
"20296_1996",10,1
"20296_1997",1,0
"20296_1998",0,0
"20296_1999",2,2
"20296_2000",1.5,1.5
"20296_2001",1,1
"20296_2002",1,1
"20296_2003",3,1
"20296_2004",6,0
"20296_2005",10,0
"20296_2006",3,0
"20296_2007",2,0
"20296_2008",5,2
"20296_2009",3,3
"20296_2010",3,3
"20297_1994",8,1.5
"20297_1995",4,0
"20297_1996",8,0
"20297_1997",0,0
"20297_1998",0,0
"20297_1999",0,0
"20297_2000",2,0
"20297_2001",2,0
"20297_2002",1,1
"20297_2003",1,0
"20297_2004",9,6
"20297_2005",2,0
"20297_2006",3,1
"20297_2007",1,1
"20297_2008",0,0
"20297_2009",2,0
"20297_2010",0,0
"20298_1994",61,2
"20298_1995",58,4
"20298_1996",61,13
"20298_1997",54,4
"20298_1998",77,4
"20298_1999",39,1
"20298_2000",44,2
"20298_2001",70,4
"20298_2002",56,6
"20298_2003",88,10
"20298_2004",113,11
"20298_2005",73,2
"20298_2006",75,3
"20298_2007",99,5
"20298_2008",71,1
"20298_2009",133,2
"20298_2010",62,1
"20299_1994",4,1.5
"20299_1995",6,2
"20299_1996",4,0
"20299_1997",5,0
"20299_1998",1,0
"20299_1999",1,1
"20299_2000",2,0
"20299_2001",2,0
"20299_2002",2,0
"20299_2003",1,0
"20299_2004",1,0
"20299_2005",2,0
"20299_2006",1,1
"20299_2007",2,0
"20299_2008",0,0
"20299_2009",6,0
"20299_2010",1,0
"20300_1994",28,0.5
"20300_1995",40,1
"20300_1996",28,13
"20300_1997",20,3
"20300_1998",41,5
"20300_1999",11,3
"20300_2000",14,1
"20300_2001",7,0
"20300_2002",13,1
"20300_2003",11,2
"20300_2004",41,3
"20300_2005",42,4
"20300_2006",33,3
"20300_2007",39,5
"20300_2008",8,0
"20300_2009",4,0
"20300_2010",7,0
"20301_1994",7,0
"20301_1995",13,0
"20301_1996",7,2
"20301_1997",7,0
"20301_1998",0,0
"20301_1999",5,2
"20301_2000",12,0
"20301_2001",12,1
"20301_2002",8,0
"20301_2003",4,0
"20301_2004",7,0
"20301_2005",14,0
"20301_2006",4,0
"20301_2007",9,1
"20301_2008",9,0
"20301_2009",9,0
"20301_2010",6,2
"20302_1994",11,2.5
"20302_1995",13,3
"20302_1996",11,2
"20302_1997",0,0
"20302_1998",0,0
"20302_1999",0,0
"20302_2000",14,4
"20302_2001",4,0
"20302_2002",6,0
"20302_2003",4,2
"20302_2004",11,1
"20302_2005",6,2
"20302_2006",13,2
"20302_2007",8,0
"20302_2008",12,1
"20302_2009",13,1
"20302_2010",0,0
"20303_1994",2,0
"20303_1995",4,0
"20303_1996",2,1
"20303_1997",2,0
"20303_1998",0,0
"20303_1999",0,0
"20303_2000",5,0
"20303_2001",2,0
"20303_2002",12,1
"20303_2003",8,2
"20303_2004",13,0
"20303_2005",5,1
"20303_2006",2,0
"20303_2007",6.5,0
"20303_2008",11,0
"20303_2009",1,1
"20303_2010",0,0
"20304_1994",3,0
"20304_1995",4,0
"20304_1996",3,1
"20304_1997",2,0
"20304_1998",0,0
"20304_1999",0,0
"20304_2000",1.5,0
"20304_2001",3,0
"20304_2002",3,0
"20304_2003",3,0
"20304_2004",2,0
"20304_2005",4,0
"20304_2006",1,0
"20304_2007",1,0
"20304_2008",0,0
"20304_2009",0,0
"20304_2010",0,0
"20305_1994",19,0
"20305_1995",6,0
"20305_1996",19,2
"20305_1997",3,0
"20305_1998",0,0
"20305_1999",0,0
"20305_2000",9,0
